country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",29-07-2024 11:00:00,19.3832,72.8204,NH3,4.0,4.0,4.0
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",29-07-2024 11:00:00,19.10861,72.83622,PM10,37.0,103.0,64.0
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",29-07-2024 11:00:00,19.10861,72.83622,NO2,28.0,30.0,29.0
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",29-07-2024 11:00:00,21.121801,79.04952,SO2,5.0,11.0,9.0
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",29-07-2024 11:00:00,21.152875,79.0517531,NO2,5.0,27.0,17.0
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",29-07-2024 11:00:00,21.143383,79.048912,PM10,12.0,41.0,24.0
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",29-07-2024 11:00:00,19.173852,77.296291,NO2,8.0,21.0,14.0
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",29-07-2024 11:00:00,19.173852,77.296291,NH3,3.0,5.0,4.0
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",29-07-2024 11:00:00,20.0073285,73.7762427,PM10,25.0,44.0,35.0
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",29-07-2024 11:00:00,20.021503,73.813844,PM2.5,38.0,78.0,57.0
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",29-07-2024 11:00:00,20.021503,73.813844,OZONE,10.0,36.0,13.0
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",29-07-2024 11:00:00,19.9591346,73.7788008,NH3,1.0,3.0,2.0
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",29-07-2024 11:00:00,19.090337,73.014232,SO2,4.0,6.0,5.0
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",29-07-2024 11:00:00,19.1135051,73.008978,PM2.5,31.0,121.0,47.0
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",29-07-2024 11:00:00,19.1135051,73.008978,NO2,17.0,17.0,17.0
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",29-07-2024 11:00:00,19.008751,73.01662,NH3,2.0,2.0,2.0
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",29-07-2024 11:00:00,19.008751,73.01662,CO,8.0,10.0,8.0
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",29-07-2024 11:00:00,19.02579,73.10297,PM10,56.0,124.0,77.0
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",29-07-2024 11:00:00,19.063,73.1209,CO,32.0,56.0,40.0
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",29-07-2024 11:00:00,18.63673,73.82487,SO2,1.0,3.0,1.0
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",29-07-2024 11:00:00,18.60577,73.749976,PM2.5,10.0,41.0,21.0
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",29-07-2024 11:00:00,18.60577,73.749976,PM10,13.0,69.0,34.0
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",29-07-2024 11:00:00,18.501793,73.927532,PM2.5,9.0,21.0,15.0
India,Maharashtra,Pune,"Karve Road, Pune - MPCB",29-07-2024 11:00:00,18.5011743,73.8165527,NO2,1.0,5.0,2.0
India,Maharashtra,Pune,"Karve Road, Pune - MPCB",29-07-2024 11:00:00,18.5011743,73.8165527,CO,1.0,22.0,12.0
India,Maharashtra,Pune,"Karve Road, Pune - MPCB",29-07-2024 11:00:00,18.5011743,73.8165527,OZONE,1.0,24.0,12.0
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",29-07-2024 11:00:00,16.5038,74.3623,PM2.5,12.0,23.0,17.0
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",29-07-2024 11:00:00,16.5038,74.3623,NO2,2.0,6.0,4.0
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",29-07-2024 11:00:00,16.5038,74.3623,CO,6.0,15.0,10.0
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",29-07-2024 11:00:00,17.6336264,75.9132495,SO2,1.0,3.0,2.0
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",29-07-2024 11:00:00,17.6599188,75.9063906,PM10,83.0,84.0,83.0
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",29-07-2024 11:00:00,17.6599188,75.9063906,SO2,1.0,66.0,25.0
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",29-07-2024 11:00:00,19.192056,72.9585188,NO2,13.0,13.0,13.0
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",29-07-2024 11:00:00,19.222279,72.957979,PM10,19.0,51.0,39.0
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",29-07-2024 11:00:00,19.222279,72.957979,NH3,2.0,4.0,3.0
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",29-07-2024 11:00:00,19.222279,72.957979,SO2,13.0,17.0,15.0
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",29-07-2024 11:00:00,19.235581,73.159121,PM2.5,33.0,74.0,50.0
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",29-07-2024 11:00:00,19.235581,73.159121,NH3,3.0,5.0,4.0
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",29-07-2024 11:00:00,19.235581,73.159121,SO2,6.0,12.0,9.0
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",29-07-2024 11:00:00,24.8207389,93.9423085,NH3,2.0,2.0,2.0
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",29-07-2024 11:00:00,25.5586,91.8985,PM2.5,4.0,32.0,14.0
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",29-07-2024 11:00:00,25.5586,91.8985,OZONE,1.0,15.0,2.0
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",29-07-2024 11:00:00,23.7176342,92.7192841,CO,8.0,11.0,8.0
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",29-07-2024 11:00:00,20.832874,85.104082,NO2,3.0,17.0,9.0
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",29-07-2024 11:00:00,20.832874,85.104082,SO2,6.0,53.0,15.0
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",29-07-2024 11:00:00,21.51161,86.89088,SO2,14.0,16.0,15.0
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",29-07-2024 11:00:00,21.51161,86.89088,CO,70.0,99.0,82.0
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",29-07-2024 11:00:00,21.941841,86.728318,PM10,26.0,43.0,33.0
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",29-07-2024 11:00:00,21.941841,86.728318,NH3,1.0,3.0,2.0
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",29-07-2024 11:00:00,20.24079,85.836784,PM2.5,3.0,120.0,29.0
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",29-07-2024 11:00:00,20.24079,85.836784,PM10,19.0,75.0,43.0
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",29-07-2024 11:00:00,20.24079,85.836784,NH3,3.0,4.0,4.0
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",29-07-2024 11:00:00,20.34652,85.8163,PM10,16.0,44.0,27.0
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",29-07-2024 11:00:00,22.06156703,85.47409613,PM2.5,23.0,42.0,29.0
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",29-07-2024 11:00:00,22.06156703,85.47409613,CO,8.0,14.0,11.0
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",29-07-2024 11:00:00,20.48891,85.84768,SO2,2.0,6.0,3.0
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",29-07-2024 11:00:00,20.48891,85.84768,CO,2.0,46.0,41.0
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",29-07-2024 11:00:00,21.847279,85.416905,PM2.5,13.0,33.0,19.0
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",29-07-2024 11:00:00,21.847279,85.416905,NH3,3.0,4.0,4.0
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",29-07-2024 11:00:00,22.220833,84.809444,PM10,12.0,80.0,50.0
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",29-07-2024 11:00:00,21.606865,85.510538,PM2.5,17.0,43.0,30.0
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",29-07-2024 11:00:00,21.606865,85.510538,PM10,20.0,44.0,34.0
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",29-07-2024 11:00:00,21.606865,85.510538,NH3,4.0,4.0,4.0
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",29-07-2024 11:00:00,21.606865,85.510538,SO2,2.0,6.0,3.0
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",29-07-2024 11:00:00,20.9360711,85.1707021,OZONE,24.0,44.0,29.0
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",29-07-2024 11:00:00,11.9309,79.8027,PM2.5,10.0,55.0,26.0
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",29-07-2024 11:00:00,11.9309,79.8027,PM10,23.0,76.0,46.0
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",29-07-2024 11:00:00,11.9309,79.8027,NH3,3.0,5.0,4.0
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",29-07-2024 11:00:00,11.9309,79.8027,CO,12.0,30.0,22.0
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",29-07-2024 11:00:00,31.62,74.876512,NO2,17.0,83.0,21.0
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",29-07-2024 11:00:00,31.62,74.876512,NH3,4.0,5.0,5.0
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",29-07-2024 11:00:00,30.233011,74.907758,CO,6.0,107.0,26.0
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",29-07-2024 11:00:00,31.321907,75.578914,NH3,1.0,3.0,1.0
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",29-07-2024 11:00:00,30.736056,76.209694,CO,28.0,38.0,30.0
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",29-07-2024 11:00:00,30.736056,76.209694,OZONE,26.0,30.0,29.0
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",29-07-2024 11:00:00,30.9028,75.8086,PM2.5,22.0,206.0,64.0
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",29-07-2024 11:00:00,30.9028,75.8086,PM10,23.0,143.0,62.0
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",29-07-2024 11:00:00,30.649961,76.331442,CO,46.0,58.0,49.0
India,Punjab,Patiala,"Model Town, Patiala - PPCB",29-07-2024 11:00:00,30.349388,76.366642,CO,22.0,32.0,27.0
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",29-07-2024 11:00:00,26.470859,74.646594,NH3,4.0,4.0,4.0
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",29-07-2024 11:00:00,27.554793,76.611536,SO2,10.0,31.0,19.0
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",29-07-2024 11:00:00,27.554793,76.611536,CO,26.0,48.0,36.0
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",29-07-2024 11:00:00,23.55519,74.44001,NO2,4.0,28.0,11.0
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",29-07-2024 11:00:00,23.55519,74.44001,NH3,1.0,10.0,2.0
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",29-07-2024 11:00:00,23.55519,74.44001,CO,24.0,47.0,32.0
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",29-07-2024 11:00:00,23.55519,74.44001,OZONE,8.0,18.0,11.0
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",29-07-2024 11:00:00,25.106006,76.469948,SO2,2.0,6.0,4.0
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",29-07-2024 11:00:00,25.106006,76.469948,CO,16.0,27.0,19.0
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",29-07-2024 11:00:00,25.106006,76.469948,OZONE,36.0,62.0,51.0
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",29-07-2024 11:00:00,25.747299,71.393989,PM2.5,24.0,54.0,32.0
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",29-07-2024 11:00:00,25.747299,71.393989,SO2,1.0,2.0,1.0
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",29-07-2024 11:00:00,25.747299,71.393989,OZONE,28.0,49.0,35.0
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",29-07-2024 11:00:00,27.215415,77.50873,SO2,1.0,2.0,1.0
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",29-07-2024 11:00:00,27.215415,77.50873,OZONE,18.0,46.0,27.0
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",29-07-2024 11:00:00,25.339605,74.618883,NO2,8.0,22.0,12.0
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",29-07-2024 11:00:00,25.339605,74.618883,NH3,2.0,3.0,2.0
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",29-07-2024 11:00:00,25.339605,74.618883,OZONE,22.0,55.0,35.0
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",29-07-2024 11:00:00,28.194909,76.862296,NH3,6.0,17.0,12.0
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",29-07-2024 11:00:00,28.194909,76.862296,SO2,7.0,17.0,11.0
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",29-07-2024 11:00:00,28.018792,73.292658,PM10,24.0,139.0,84.0
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",29-07-2024 11:00:00,28.018792,73.292658,NO2,13.0,39.0,22.0
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",29-07-2024 11:00:00,28.018792,73.292658,OZONE,3.0,27.0,10.0
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",29-07-2024 11:00:00,24.892047,74.623527,PM10,72.0,432.0,155.0
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",29-07-2024 11:00:00,24.892047,74.623527,SO2,6.0,11.0,8.0
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",29-07-2024 11:00:00,28.296139,74.961696,NO2,2.0,25.0,8.0
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",29-07-2024 11:00:00,26.895552,76.334753,CO,20.0,40.0,24.0
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",29-07-2024 11:00:00,26.699557,77.898881,NO2,2.0,6.0,3.0
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",29-07-2024 11:00:00,26.699557,77.898881,CO,5.0,25.0,9.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",29-07-2024 11:00:00,23.837789,73.714926,PM10,27.0,349.0,141.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",29-07-2024 11:00:00,23.837789,73.714926,NO2,5.0,11.0,7.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",29-07-2024 11:00:00,23.837789,73.714926,OZONE,2.0,30.0,17.0
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",29-07-2024 11:00:00,29.61075,74.283608,PM2.5,3.0,67.0,34.0
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",29-07-2024 11:00:00,29.61075,74.283608,PM10,23.0,223.0,90.0
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",29-07-2024 11:00:00,29.61075,74.283608,SO2,1.0,10.0,6.0
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",29-07-2024 11:00:00,26.843698,75.766894,PM2.5,17.0,82.0,42.0
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",29-07-2024 11:00:00,26.843698,75.766894,CO,16.0,32.0,19.0
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",29-07-2024 11:00:00,26.9164092,75.7994901,PM2.5,32.0,79.0,48.0
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",29-07-2024 11:00:00,26.960669,75.771817,PM2.5,5.0,34.0,14.0
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",29-07-2024 11:00:00,26.960669,75.771817,NO2,8.0,25.0,14.0
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",29-07-2024 11:00:00,26.960669,75.771817,CO,8.0,54.0,11.0
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",29-07-2024 11:00:00,26.9502929,75.730943,NO2,3.0,36.0,17.0
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",29-07-2024 11:00:00,26.912329,70.909168,CO,10.0,28.0,13.0
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",29-07-2024 11:00:00,25.344694,72.626208,NH3,1.0,16.0,5.0
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",29-07-2024 11:00:00,25.344694,72.626208,CO,19.0,54.0,28.0
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",29-07-2024 11:00:00,24.588397,76.172782,OZONE,25.0,58.0,44.0
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",29-07-2024 11:00:00,28.108988,75.386577,PM2.5,14.0,47.0,30.0
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",29-07-2024 11:00:00,28.108988,75.386577,PM10,24.0,91.0,53.0
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",29-07-2024 11:00:00,26.29581,73.082283,PM10,44.0,272.0,104.0
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",29-07-2024 11:00:00,26.29581,73.082283,NO2,6.0,20.0,11.0
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",29-07-2024 11:00:00,26.215415,73.070156,NH3,3.0,5.0,4.0
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",29-07-2024 11:00:00,26.215415,73.070156,CO,8.0,20.0,13.0
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",29-07-2024 11:00:00,26.253384,72.976571,NO2,1.0,27.0,10.0
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",29-07-2024 11:00:00,26.253384,72.976571,OZONE,7.0,52.0,23.0
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",29-07-2024 11:00:00,26.506177,77.025989,PM2.5,7.0,20.0,10.0
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",29-07-2024 11:00:00,26.506177,77.025989,NH3,6.0,6.0,6.0
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",29-07-2024 11:00:00,26.506177,77.025989,OZONE,14.0,61.0,28.0
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",29-07-2024 11:00:00,25.16409,75.858137,PM10,23.0,62.0,40.0
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",29-07-2024 11:00:00,25.16409,75.858137,OZONE,34.0,64.0,44.0
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",29-07-2024 11:00:00,25.196024,75.855668,CO,20.0,78.0,24.0
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",29-07-2024 11:00:00,25.14389,75.821256,SO2,6.0,13.0,10.0
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",29-07-2024 11:00:00,25.14389,75.821256,CO,50.0,101.0,68.0
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",29-07-2024 11:00:00,27.213494,73.734444,PM2.5,24.0,56.0,39.0
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",29-07-2024 11:00:00,27.213494,73.734444,OZONE,6.0,48.0,17.0
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",29-07-2024 11:00:00,25.771061,73.340227,NH3,6.0,16.0,12.0
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",29-07-2024 11:00:00,25.771061,73.340227,CO,20.0,64.0,35.0
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",29-07-2024 11:00:00,25.771061,73.340227,OZONE,25.0,40.0,31.0
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",29-07-2024 11:00:00,24.041198,74.780702,NO2,4.0,15.0,8.0
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",29-07-2024 11:00:00,25.03636,73.883502,NO2,6.0,19.0,10.0
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",29-07-2024 11:00:00,26.031443,76.359327,NO2,1.0,3.0,1.0
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",29-07-2024 11:00:00,26.031443,76.359327,NH3,1.0,2.0,2.0
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",29-07-2024 11:00:00,26.031443,76.359327,SO2,3.0,15.0,5.0
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",29-07-2024 11:00:00,27.608912,75.153302,NH3,6.0,9.0,7.0
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",29-07-2024 11:00:00,26.159933,75.780517,PM2.5,10.0,47.0,27.0
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",29-07-2024 11:00:00,26.159933,75.780517,OZONE,41.0,91.0,64.0
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",29-07-2024 11:00:00,27.33853,88.614099,NH3,1.0,1.0,1.0
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",29-07-2024 11:00:00,12.9099161,80.1076538,PM10,23.0,500.0,142.0
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",29-07-2024 11:00:00,12.9099161,80.1076538,NO2,6.0,17.0,8.0
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",29-07-2024 11:00:00,12.9099161,80.1076538,SO2,1.0,15.0,3.0
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",29-07-2024 11:00:00,12.9099161,80.1076538,CO,60.0,65.0,62.0
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",29-07-2024 11:00:00,13.164544,80.26285,PM2.5,13.0,51.0,25.0
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",29-07-2024 11:00:00,13.164544,80.26285,SO2,4.0,6.0,5.0
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",29-07-2024 11:00:00,13.164544,80.26285,CO,25.0,110.0,102.0
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",29-07-2024 11:00:00,13.164544,80.26285,OZONE,6.0,24.0,11.0
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",29-07-2024 11:00:00,12.9533,80.2357,OZONE,11.0,16.0,15.0
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",29-07-2024 11:00:00,13.0052189,80.2398125,CO,55.0,58.0,55.0
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",29-07-2024 11:00:00,11.0328,77.0349,PM2.5,8.0,30.0,18.0
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",29-07-2024 11:00:00,11.6829898,79.7532099,SO2,10.0,11.0,10.0
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",29-07-2024 11:00:00,10.681158,78.741746,CO,1.0,5.0,3.0
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",29-07-2024 11:00:00,11.0973603,77.3228673,PM2.5,1.0,7.0,3.0
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",29-07-2024 11:00:00,11.0973603,77.3228673,CO,12.0,28.0,17.0
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",29-07-2024 11:00:00,17.540891,78.358528,NH3,2.0,5.0,3.0
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",29-07-2024 11:00:00,17.460103,78.334361,OZONE,8.0,8.0,8.0
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",29-07-2024 11:00:00,17.470431,78.566959,OZONE,15.0,32.0,21.0
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",29-07-2024 11:00:00,17.5316895,78.218939,SO2,1.0,37.0,8.0
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",29-07-2024 11:00:00,17.5316895,78.218939,CO,8.0,102.0,54.0
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",29-07-2024 11:00:00,17.393559,78.339194,OZONE,5.0,50.0,50.0
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",29-07-2024 11:00:00,17.429398,78.569354,NO2,10.0,13.0,11.0
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",29-07-2024 11:00:00,17.429398,78.569354,OZONE,13.0,30.0,14.0
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",29-07-2024 11:00:00,17.37206,78.50864,PM2.5,24.0,53.0,33.0
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",29-07-2024 11:00:00,17.37206,78.50864,SO2,7.0,27.0,12.0
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",29-07-2024 11:00:00,17.37206,78.50864,CO,20.0,47.0,22.0
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",29-07-2024 11:00:00,17.528544,78.286195,PM2.5,29.0,46.0,31.0
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",29-07-2024 11:00:00,17.528544,78.286195,PM10,66.0,83.0,69.0
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",29-07-2024 11:00:00,17.528544,78.286195,OZONE,29.0,52.0,37.0
